x_id,estimated_dollar_loss,possible_cause_detail,tfs_alarm_time,possible_cause,month,day_of_week
2364825,500,45 - Improperly Discarded,2011-02-15T07:09:52,Misuse of ignition source/material ignited,February,Tuesday
2364826,15000,52 - Electrical Failure,2016-01-08T00:21:29,Mechanical/Electrical Failure,January,Friday
2364827,0,47 - Improper handling of ignition source or ignited material,2013-01-23T13:33:01,Misuse of ignition source/material ignited,January,Wednesday
2364828,0,44 - Unattended,2013-01-30T11:31:46,Misuse of ignition source/material ignited,January,Wednesday
2364829,1000,52 - Electrical Failure,2015-07-09T14:15:26,Mechanical/Electrical Failure,July,Thursday
2364830,4000,51 - Mechanical Failure,2014-02-18T23:21:16,Mechanical/Electrical Failure,February,Tuesday
2364831,1000,44 - Unattended,2014-03-02T14:28:15,Misuse of ignition source/material ignited,March,Sunday
2364833,0,20 - Design/Construction/Installation/Maintenance Deficiency,2011-02-15T09:41:30,Design/Construction/Maintenance deficiency,February,Tuesday
2364834,15000,46 - Used or Placed too close to combustibles,2011-02-16T05:44:44,Misuse of ignition source/material ignited,February,Wednesday
2364836,40000,45 - Improperly Discarded,2011-02-16T08:52:22,Misuse of ignition source/material ignited,February,Wednesday
2364838,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-02-17T10:13:36,Design/Construction/Maintenance deficiency,February,Thursday
2364841,100000,52 - Electrical Failure,2011-02-18T01:01:16,Mechanical/Electrical Failure,February,Friday
2364842,0,45 - Improperly Discarded,2011-02-20T03:29:08,Misuse of ignition source/material ignited,February,Sunday
2364843,100,45 - Improperly Discarded,2011-02-21T02:49:25,Misuse of ignition source/material ignited,February,Monday
2364844,25000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-02-22T05:47:18,Design/Construction/Maintenance deficiency,February,Tuesday
2364845,200,47 - Improper handling of ignition source or ignited material,2011-02-23T04:09:49,Misuse of ignition source/material ignited,February,Wednesday
2364846,2000,47 - Improper handling of ignition source or ignited material,2011-02-23T12:28:52,Misuse of ignition source/material ignited,February,Wednesday
2364847,10000,45 - Improperly Discarded,2011-02-23T16:45:07,Misuse of ignition source/material ignited,February,Wednesday
2364851,0,45 - Improperly Discarded,2011-02-27T23:49:47,Misuse of ignition source/material ignited,February,Sunday
2364853,20000,20 - Design/Construction/Installation/Maintenance Deficiency,2011-02-28T16:59:08,Design/Construction/Maintenance deficiency,February,Monday
2364855,200,52 - Electrical Failure,2011-02-28T22:25:09,Mechanical/Electrical Failure,February,Monday
2364856,200,50 - Other misuse of ignition source/material ignited,2011-03-01T17:59:56,Misuse of ignition source/material ignitedl,March,Tuesday
2364858,250000,44 - Unattended,2011-03-03T21:34:05,Misuse of ignition source/material ignited,March,Thursday
2364859,200,20 - Design/Construction/Installation/Maintenance Deficiency,2011-03-04T15:20:30,Design/Construction/Maintenance deficiency,March,Friday
2364863,50,44 - Unattended,2015-07-28T19:28:32,Misuse of ignition source/material ignited,July,Tuesday
2364864,1000,52 - Electrical Failure,2014-04-10T19:07:57,Mechanical/Electrical Failure,April,Thursday
2364866,5000,51 - Mechanical Failure,2015-01-17T20:12:54,Mechanical/Electrical Failure,January,Saturday
2364867,10000,20 - Design/Construction/Installation/Maintenance Deficiency,2016-11-18T20:51:25,Design/Construction/Maintenance deficiency,November,Friday
2364868,200,52 - Electrical Failure,2014-04-22T21:05:25,Mechanical/Electrical Failure,April,Tuesday
2364869,3000,44 - Unattended,2011-03-05T03:35:52,Misuse of ignition source/material ignited,March,Saturday
2364870,0,20 - Design/Construction/Installation/Maintenance Deficiency,2011-03-05T21:17:43,Design/Construction/Maintenance deficiency,March,Saturday
2364871,0,45 - Improperly Discarded,2011-03-06T16:24:04,Misuse of ignition source/material ignited,March,Sunday
2364872,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-06T17:15:43,Design/Construction/Maintenance deficiency,March,Sunday
2364874,50000,20 - Design/Construction/Installation/Maintenance Deficiency,2011-03-06T20:52:37,Design/Construction/Maintenance deficiency,March,Sunday
2364876,3000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-08T11:30:26,Design/Construction/Maintenance deficiency,March,Tuesday
2364881,3500,52 - Electrical Failure,2017-03-07T19:20:05,Mechanical/Electrical Failure,March,Tuesday
2364885,50,45 - Improperly Discarded,2015-08-27T06:51:21,Misuse of ignition source/material ignited,August,Thursday
2364886,500,44 - Unattended,2011-03-10T22:08:33,Misuse of ignition source/material ignited,March,Thursday
2364887,500,44 - Unattended,2011-03-21T21:12:48,Misuse of ignition source/material ignited,March,Monday
2364888,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-26T19:57:06,Design/Construction/Maintenance deficiency,March,Saturday
2364889,5000,44 - Unattended,2011-03-30T13:20:28,Misuse of ignition source/material ignited,March,Wednesday
2364890,2500,45 - Improperly Discarded,2011-04-01T22:48:25,Misuse of ignition source/material ignited,April,Friday
2364891,30000,12 - Vehicle Accident/Collision,2017-06-24T04:43:22,Unintentional,June,Saturday
2364893,40000,52 - Electrical Failure,2014-05-28T14:35:33,Mechanical/Electrical Failure,May,Wednesday
2364894,100,47 - Improper handling of ignition source or ignited material,2014-05-29T02:40:01,Misuse of ignition source/material ignited,May,Thursday
2364895,1000,52 - Electrical Failure,2013-07-08T19:47:43,Mechanical/Electrical Failure,July,Monday
2364896,5,44 - Unattended,2013-06-27T22:38:10,Misuse of ignition source/material ignited,June,Thursday
2364897,15000,52 - Electrical Failure,2011-01-19T08:30:36,Mechanical/Electrical Failure,January,Wednesday
2364898,50,45 - Improperly Discarded,2011-01-01T02:48:16,Misuse of ignition source/material ignited,January,Saturday
2364899,8000,52 - Electrical Failure,2011-01-08T03:05:56,Mechanical/Electrical Failure,January,Saturday
2364903,0,52 - Electrical Failure,2011-02-03T11:25:47,Mechanical/Electrical Failure,February,Thursday
2364906,2000,51 - Mechanical Failure,2011-02-11T06:55:13,Mechanical/Electrical Failure,February,Friday
2364907,250,44 - Unattended,2011-02-11T17:34:30,Misuse of ignition source/material ignited,February,Friday
2364908,200,44 - Unattended,2011-04-08T10:25:51,Misuse of ignition source/material ignited,April,Friday
2364909,100,45 - Improperly Discarded,2011-04-20T20:55:22,Misuse of ignition source/material ignited,April,Wednesday
2364910,100,45 - Improperly Discarded,2011-04-21T20:58:02,Misuse of ignition source/material ignited,April,Thursday
2364911,45000,45 - Improperly Discarded,2011-05-03T10:58:05,Misuse of ignition source/material ignited,May,Tuesday
2364913,300,51 - Mechanical Failure,2011-02-13T04:17:22,Mechanical/Electrical Failure,February,Sunday
2364915,500,45 - Improperly Discarded,2011-02-17T21:42:51,Misuse of ignition source/material ignited,February,Thursday
2364916,1000,52 - Electrical Failure,2011-03-09T17:50:25,Mechanical/Electrical Failure,March,Wednesday
2364917,3000,52 - Electrical Failure,2011-02-22T20:31:24,Mechanical/Electrical Failure,February,Tuesday
2364918,100,51 - Mechanical Failure,2011-02-22T21:50:24,Mechanical/Electrical Failure,February,Tuesday
2364919,2000,52 - Electrical Failure,2011-03-02T17:17:43,Mechanical/Electrical Failure,March,Wednesday
2364921,60000,52 - Electrical Failure,2011-03-03T01:26:19,Mechanical/Electrical Failure,March,Thursday
2364922,0,45 - Improperly Discarded,2011-03-04T16:36:08,Misuse of ignition source/material ignited,March,Friday
2364924,100,47 - Improper handling of ignition source or ignited material,2011-03-12T04:24:45,Misuse of ignition source/material ignited,March,Saturday
2364925,2500,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-12T13:55:10,Design/Construction/Maintenance deficiency,March,Saturday
2364926,7500,52 - Electrical Failure,2011-03-14T07:37:26,Mechanical/Electrical Failure,March,Monday
2364927,1000,47 - Improper handling of ignition source or ignited material,2011-03-14T11:41:36,Misuse of ignition source/material ignited,March,Monday
2364930,500,52 - Electrical Failure,2011-03-05T23:47:51,Mechanical/Electrical Failure,March,Saturday
2364931,5000,52 - Electrical Failure,2011-03-08T18:32:25,Mechanical/Electrical Failure,March,Tuesday
2364932,1000,52 - Electrical Failure,2011-03-09T21:47:54,Mechanical/Electrical Failure,March,Wednesday
2364936,10000,44 - Unattended,2011-03-14T19:05:37,Misuse of ignition source/material ignited,March,Monday
2364938,300,52 - Electrical Failure,2011-03-15T22:22:31,Mechanical/Electrical Failure,March,Tuesday
2364939,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-16T09:41:16,Design/Construction/Maintenance deficiency,March,Wednesday
2364940,25000,52 - Electrical Failure,2011-03-16T18:28:26,Mechanical/Electrical Failure,March,Wednesday
2364941,0,51 - Mechanical Failure,2011-03-17T10:06:40,Mechanical/Electrical Failure,March,Thursday
2364942,100000,52 - Electrical Failure,2011-03-17T18:03:55,Mechanical/Electrical Failure,March,Thursday
2364945,1500,50 - Other misuse of ignition source/material ignited,2011-03-17T21:30:50,Misuse of ignition source/material ignitedl,March,Thursday
2364947,500,44 - Unattended,2011-03-18T13:30:19,Misuse of ignition source/material ignited,March,Friday
2364948,2000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-18T16:03:33,Design/Construction/Maintenance deficiency,March,Friday
2364949,0,45 - Improperly Discarded,2011-03-18T17:54:52,Misuse of ignition source/material ignited,March,Friday
2364951,50000,11 - Children Playing (Ages 11 and under),2011-03-19T22:19:47,Unintentional,March,Saturday
2364952,2000,45 - Improperly Discarded,2011-03-20T20:18:11,Misuse of ignition source/material ignited,March,Sunday
2364953,0,47 - Improper handling of ignition source or ignited material,2011-03-20T20:58:09,Misuse of ignition source/material ignited,March,Sunday
2364956,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-21T18:14:49,Design/Construction/Maintenance deficiency,March,Monday
2364957,1,45 - Improperly Discarded,2011-03-22T00:57:58,Misuse of ignition source/material ignited,March,Tuesday
2364958,2000,44 - Unattended,2011-03-22T19:11:33,Misuse of ignition source/material ignited,March,Tuesday
2364959,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-23T21:06:49,Design/Construction/Maintenance deficiency,March,Wednesday
2364960,4000,44 - Unattended,2011-03-24T08:53:31,Misuse of ignition source/material ignited,March,Thursday
2364962,3500,47 - Improper handling of ignition source or ignited material,2011-03-25T09:40:29,Misuse of ignition source/material ignited,March,Friday
2364963,500,20 - Design/Construction/Installation/Maintenance Deficiency,2011-03-25T12:05:29,Design/Construction/Maintenance deficiency,March,Friday
2364964,20,44 - Unattended,2011-03-25T14:04:01,Misuse of ignition source/material ignited,March,Friday
2364965,10000,44 - Unattended,2011-03-25T18:48:28,Misuse of ignition source/material ignited,March,Friday
2364966,20000,52 - Electrical Failure,2014-06-03T21:06:02,Mechanical/Electrical Failure,June,Tuesday
2364967,100,44 - Unattended,2017-08-13T12:18:06,Misuse of ignition source/material ignited,August,Sunday
2364968,7500,51 - Mechanical Failure,2017-08-26T14:49:14,Mechanical/Electrical Failure,August,Saturday
2364969,200,20 - Design/Construction/Installation/Maintenance Deficiency,2017-09-11T20:40:13,Design/Construction/Maintenance deficiency,September,Monday
2364971,500,44 - Unattended,2017-10-17T09:49:27,Misuse of ignition source/material ignited,October,Tuesday
2364973,0,47 - Improper handling of ignition source or ignited material,2012-09-27T16:03:50,Misuse of ignition source/material ignited,September,Thursday
2364974,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-03-25T18:56:24,Design/Construction/Maintenance deficiency,March,Friday
2364975,5000,52 - Electrical Failure,2011-03-25T20:41:18,Mechanical/Electrical Failure,March,Friday
2364976,300,52 - Electrical Failure,2011-03-26T11:59:11,Mechanical/Electrical Failure,March,Saturday
2364977,8000,46 - Used or Placed too close to combustibles,2011-03-26T15:33:29,Misuse of ignition source/material ignited,March,Saturday
2364978,7000,44 - Unattended,2011-03-27T10:47:48,Misuse of ignition source/material ignited,March,Sunday
2364979,0,20 - Design/Construction/Installation/Maintenance Deficiency,2011-03-27T14:16:04,Design/Construction/Maintenance deficiency,March,Sunday
2364980,0,47 - Improper handling of ignition source or ignited material,2011-03-28T01:01:14,Misuse of ignition source/material ignited,March,Monday
2364981,1000,46 - Used or Placed too close to combustibles,2011-03-28T12:32:04,Misuse of ignition source/material ignited,March,Monday
2364982,2000,45 - Improperly Discarded,2011-03-28T17:41:14,Misuse of ignition source/material ignited,March,Monday
2364985,10000,52 - Electrical Failure,2011-03-29T14:14:47,Mechanical/Electrical Failure,March,Tuesday
2364986,9999,44 - Unattended,2011-03-30T04:58:49,Misuse of ignition source/material ignited,March,Wednesday
2364988,50,52 - Electrical Failure,2011-03-16T17:44:13,Mechanical/Electrical Failure,March,Wednesday
2364990,4000,52 - Electrical Failure,2011-03-21T01:59:10,Mechanical/Electrical Failure,March,Monday
2364992,4000,52 - Electrical Failure,2011-03-23T23:35:40,Mechanical/Electrical Failure,March,Wednesday
2364994,300,45 - Improperly Discarded,2011-03-26T20:33:55,Misuse of ignition source/material ignited,March,Saturday
2364995,0,45 - Improperly Discarded,2011-03-28T23:01:55,Misuse of ignition source/material ignited,March,Monday
2364996,3000,52 - Electrical Failure,2011-03-30T08:08:08,Mechanical/Electrical Failure,March,Wednesday
2364997,4000,52 - Electrical Failure,2011-03-31T04:32:58,Mechanical/Electrical Failure,March,Thursday
2364998,100000,44 - Unattended,2011-04-02T19:02:16,Misuse of ignition source/material ignited,April,Saturday
2365001,5000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-04-05T07:33:03,Design/Construction/Maintenance deficiency,April,Tuesday
2365002,300,44 - Unattended,2011-04-07T16:58:36,Misuse of ignition source/material ignited,April,Thursday
2365006,200,45 - Improperly Discarded,2011-04-09T18:43:30,Misuse of ignition source/material ignited,April,Saturday
2365007,7000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2011-04-10T10:56:11,Design/Construction/Maintenance deficiency,April,Sunday
2365008,0,48 - Used for purpose not intended,2011-04-10T20:02:21,Misuse of ignition source/material ignited,April,Sunday
2365009,10000,47 - Improper handling of ignition source or ignited material,2011-04-11T19:32:11,Misuse of ignition source/material ignited,April,Monday
